               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
166,0.019901,0.0049166,0,0.99997,0.9881,0.99042,0.74959,0.019536,0.0060699,0,0.0047495,0.0047495,0.0047495
167,0.019472,0.005051,0,0.99999,0.9881,0.99064,0.82099,0.016923,0.0058201,0,0.0047495,0.0047495,0.0047495
168,0.019925,0.0053625,0,0.99997,0.9881,0.99032,0.79755,0.017889,0.0056758,0,0.0047031,0.0047031,0.0047031
169,0.018264,0.0053808,0,0.99999,0.9881,0.99316,0.79471,0.016278,0.0057244,0,0.0046568,0.0046568,0.0046568
170,0.02204,0.0053196,0,0.99988,0.9881,0.99324,0.80089,0.016715,0.0057336,0,0.0046105,0.0046105,0.0046105
171,0.019187,0.0049911,0,1,0.988,0.99308,0.80891,0.016726,0.005599,0,0.0045644,0.0045644,0.0045644
172,0.017845,0.0053017,0,0.99999,0.9881,0.99237,0.82348,0.016134,0.0055773,0,0.0045184,0.0045184,0.0045184
173,0.021388,0.005144,0,0.99994,0.97619,0.99072,0.78784,0.01856,0.0059278,0,0.0044724,0.0044724,0.0044724
174,0.017861,0.0050079,0,0.99993,0.97619,0.99085,0.82496,0.015819,0.005802,0,0.0044266,0.0044266,0.0044266
175,0.015674,0.0049453,0,1,0.97612,0.9922,0.82764,0.015948,0.0056774,0,0.0043809,0.0043809,0.0043809
176,0.018252,0.0048171,0,1,0.97616,0.99171,0.81281,0.016214,0.0057192,0,0.0043353,0.0043353,0.0043353
177,0.015553,0.0042341,0,1,0.98806,0.993,0.83014,0.01601,0.0056578,0,0.0042899,0.0042899,0.0042899
178,0.023051,0.0058819,0,1,0.98808,0.99212,0.79643,0.017326,0.0058594,0,0.0042445,0.0042445,0.0042445
179,0.018468,0.0051219,0,0.99997,0.9881,0.99167,0.82,0.01656,0.0057012,0,0.0041994,0.0041994,0.0041994
180,0.018634,0.0048508,0,0.99995,0.9881,0.99278,0.80757,0.016929,0.0055241,0,0.0041543,0.0041543,0.0041543
181,0.017117,0.0052732,0,1,0.98806,0.99237,0.81191,0.016521,0.0055415,0,0.0041094,0.0041094,0.0041094
182,0.015736,0.0045431,0,0.99997,0.9881,0.99183,0.83075,0.015772,0.0054984,0,0.0040647,0.0040647,0.0040647
183,0.013913,0.0045432,0,0.98809,0.9881,0.98963,0.83314,0.015473,0.0054777,0,0.0040201,0.0040201,0.0040201
184,0.021885,0.0051581,0,0.98806,0.9881,0.98834,0.76846,0.020598,0.0057542,0,0.0039757,0.0039757,0.0039757
185,0.019867,0.0054514,0,0.98808,0.9881,0.98952,0.79118,0.016899,0.0056964,0,0.0039314,0.0039314,0.0039314
186,0.014458,0.0048289,0,1,0.98794,0.99212,0.81703,0.015446,0.0055351,0,0.0038873,0.0038873,0.0038873
187,0.013607,0.003982,0,0.99991,0.9881,0.993,0.81088,0.015038,0.0054677,0,0.0038434,0.0038434,0.0038434
188,0.016487,0.0046981,0,0.99997,0.9881,0.99433,0.81197,0.016154,0.0053991,0,0.0037997,0.0037997,0.0037997
189,0.016932,0.0046974,0,0.99994,0.9881,0.99384,0.79775,0.016306,0.0053436,0,0.0037562,0.0037562,0.0037562
190,0.015985,0.004892,0,0.99997,0.9881,0.99394,0.83901,0.01464,0.0052882,0,0.0037128,0.0037128,0.0037128
191,0.014718,0.0045946,0,0.98807,0.9881,0.99276,0.83603,0.014869,0.0052916,0,0.0036697,0.0036697,0.0036697
192,0.015255,0.0042832,0,0.98807,0.9881,0.99196,0.83035,0.014966,0.0053633,0,0.0036267,0.0036267,0.0036267
193,0.015285,0.0043633,0,0.98808,0.9881,0.99082,0.83047,0.014965,0.005446,0,0.003584,0.003584,0.003584
194,0.014703,0.0045682,0,0.98808,0.9881,0.99219,0.8442,0.014928,0.0053467,0,0.0035415,0.0035415,0.0035415
195,0.014909,0.0042682,0,0.98808,0.9881,0.99127,0.83405,0.01529,0.0053865,0,0.0034991,0.0034991,0.0034991
196,0.01428,0.0040278,0,0.9881,0.98808,0.99212,0.84286,0.014465,0.0053313,0,0.003457,0.003457,0.003457
197,0.01391,0.0043188,0,0.98808,0.9881,0.99308,0.82778,0.014918,0.0053671,0,0.0034152,0.0034152,0.0034152
198,0.013599,0.0043046,0,0.98807,0.9881,0.99292,0.84323,0.014294,0.0052566,0,0.0033735,0.0033735,0.0033735
199,0.014552,0.0043592,0,0.98809,0.9881,0.99202,0.84112,0.014566,0.0052199,0,0.0033321,0.0033321,0.0033321
200,0.015233,0.0046059,0,0.98808,0.9881,0.99208,0.83947,0.014657,0.0050875,0,0.0032909,0.0032909,0.0032909
201,0.014582,0.0045018,0,0.98808,0.9881,0.99245,0.82949,0.015121,0.0050771,0,0.00325,0.00325,0.00325
202,0.013451,0.004017,0,0.98807,0.9881,0.99153,0.83754,0.0146,0.0050438,0,0.0032093,0.0032093,0.0032093
203,0.016115,0.0046017,0,0.98809,0.9881,0.99221,0.81422,0.015373,0.0052659,0,0.0031689,0.0031689,0.0031689
204,0.013293,0.0040117,0,0.98809,0.9881,0.99238,0.8308,0.014716,0.0052971,0,0.0031287,0.0031287,0.0031287
205,0.012537,0.0041072,0,0.98808,0.9881,0.99208,0.84342,0.013989,0.0051274,0,0.0030888,0.0030888,0.0030888
206,0.013451,0.0047523,0,0.98808,0.9881,0.99071,0.84243,0.013829,0.0051013,0,0.0030491,0.0030491,0.0030491
207,0.013933,0.0041518,0,0.98809,0.9881,0.99099,0.84779,0.013592,0.0052138,0,0.0030097,0.0030097,0.0030097
208,0.014589,0.0043455,0,0.98808,0.9881,0.99025,0.83488,0.014921,0.0053375,0,0.0029706,0.0029706,0.0029706
